player_id,version,name,full_name,description,image,height_cm,weight_kg,dob,positions,overall_rating,potential,value,wage,preferred_foot,weak_foot,skill_moves,international_reputation,body_type,real_face,release_clause,specialities,club_id,club_name,club_league_id,club_league_name,club_logo,club_rating,club_position,club_kit_number,club_joined,club_contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_vision,mentality_penalties,mentality_composure,defending_defensive_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_gk_diving,goalkeeping_gk_handling,goalkeeping_gk_kicking,goalkeeping_gk_positioning,goalkeeping_gk_reflexes,url,mentality_attack_position
278239,FC 26,J. Morgan,Jimmy-Jay Morgan,"Jimmy-Jay Morgan (born 21 January 2006) is a British footballer who plays as a striker for British club Peterborough United, on loan from Chelsea. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/278/239/26_360.png,180,70,2006-01-21,"ST, CAM, CM",63,80,1300000,16000,Right,2,2,1,Normal (170-185),Yes,,,1938,Peterborough United,60,League One,https://cdn.sofifa.net/meta/team/254/30.png,5,RS,24,,"Jun 30, 2026",45,64,63,53,58,63,52,52,43,61,77,77,75,64,73,63,72,64,56,58,34,15,53,65,60,15,18,13,9,9,10,10,10,https://sofifa.com/player/278239/jimmy-jay-morgan/260010/,65
230623,FC 26,S. Bakış,Sinan Bakış,"Sinan Bakış (born 22 April 1994) is a Turkish footballer who plays as a striker for Spanish club Real Zaragoza. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/230/623/26_360.png,188,78,1994-04-22,ST,63,63,400000,3000,Right,3,2,1,Normal (185+),No,640000,,244,Real Zaragoza,54,La Liga 2,https://cdn.sofifa.net/meta/team/3968/30.png,5,RES,12,"Jul 5, 2023",2026,35,70,60,64,65,55,34,52,50,62,25,35,39,50,50,78,62,51,78,70,46,24,65,72,60,20,27,24,7,12,14,11,5,https://sofifa.com/player/230623/sinan-bakis/260010/,69
257247,FC 26,C. Watts,Caleb Watts,"Caleb Watts (Caleb Cassius Watts, born 16 January 2002) is an Australian soccer player who plays as a central attacking midfielder for British club Plymouth Argyle. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/257/247/26_360.png,173,73,2002-01-16,"CAM, RM, ST",63,65,625000,1000,Right,3,3,1,Stocky (170-185),No,1100000,,1929,Plymouth Argyle,60,League One,https://cdn.sofifa.net/meta/team/110/30.png,5,LAM,17,"Jul 1, 2025",2028,59,56,55,62,51,66,58,48,60,65,71,58,82,63,82,63,64,65,55,57,75,49,63,58,62,43,60,59,12,15,8,7,15,https://sofifa.com/player/257247/caleb-watts/260010/,59
274144,FC 26,L. Montenegro,Lisandro Montenegro,"Lisandro Montenegro (Lisandro Sebastián Montenegro, born 27 March 2003) is an Argentine footballer who plays as a center midfield for Argentine club Newell's Old Boys. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/274/144/26_360.png,177,72,2003-03-27,"CM, LM, RM, CDM",63,72,1100000,3000,Right,4,3,1,Lean (170-185),No,1900000,,110396,Newell's Old Boys,353,Liga Profesional de Fútbol,https://cdn.sofifa.net/meta/team/32/30.png,5,RES,43,"Feb 3, 2023",2025,60,58,47,66,45,65,56,41,60,63,69,57,57,65,68,57,62,68,70,55,60,60,63,46,46,43,61,57,11,14,8,11,7,https://sofifa.com/player/274144/lisandro-montenegro/260010/,58
223968,FC 26,V. Vasić,Vaso Vasić,"Vaso Vasić (born 26 April 1990) is a Serbian footballer who plays as a goalkeeper for Swiss club FC Luzern. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/223/968/26_360.png,187,87,1990-04-26,GK,63,63,50000,1000,Right,3,1,1,Normal (185+),No,73000,,897,FC Luzern,189,Super League,https://cdn.sofifa.net/meta/team/3091/30.png,5,SUB,90,"Jun 29, 2021",2026,17,10,18,22,12,12,13,14,20,17,45,48,35,50,54,48,63,24,66,13,18,23,48,24,26,21,19,21,63,63,64,64,63,https://sofifa.com/player/223968/vaso-vasic/260010/,18
261088,FC 26,K. Palacz,Krystian Palacz,"Krystian Palacz (born 19 July 2003) is a Polish footballer who plays as a left back for Polish club Motor Lublin. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/261/088/26_360.png,180,72,2003-07-19,"LB, LM",63,68,700000,1000,Left,2,2,1,Normal (170-185),No,998000,,111097,Motor Lublin,66,Ekstraklasa,https://cdn.sofifa.net/meta/team/11356/30.png,5,SUB,47,"Jul 1, 2023",2026,59,32,42,58,28,57,55,29,53,62,79,75,71,63,72,38,59,64,57,33,61,60,55,37,52,62,58,52,14,7,14,13,7,https://sofifa.com/player/261088/krystian-palacz/260010/,50
210401,FC 26,C. Donis,Christos Donis,"Christos Donis (born 9 October 1994) is a Greek footballer who plays as a central defensive midfielder for Polish club Radomiak Radom. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/210/401/26_360.png,184,75,1994-10-09,"CDM, CM",63,63,400000,2000,Right,3,3,1,Normal (170-185),No,540000,,111088,Radomiak Radom,66,Ekstraklasa,https://cdn.sofifa.net/meta/team/3191/30.png,5,SUB,77,"Jan 24, 2023",2027,63,59,53,63,59,65,60,60,62,62,69,69,69,64,58,70,68,74,71,63,72,59,58,53,67,60,58,58,6,14,9,10,7,https://sofifa.com/player/210401/christos-donis/260010/,63
254945,FC 26,N. Dávila,Nicolás Dávila,"Nicolás Dávila (Esteban Nicolás Davila Alarcón, born 7 February 1996) is an Ecuadorian footballer who plays as a center midfield for Ecuadorian club Mushuc Runa. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/254/945/26_360.png,175,72,1996-02-07,"CM, CDM, LM",63,63,475000,4000,Right,2,3,1,Lean (170-185),No,1000000,,114615,Mushuc Runa,2018,Serie A,https://cdn.sofifa.net/meta/team/9868/30.png,5,RDM,5,"Jan 1, 2025",2025,52,56,46,65,36,63,39,35,62,63,64,64,62,65,78,53,54,60,55,49,57,62,67,35,63,59,62,54,14,13,9,11,13,https://sofifa.com/player/254945/nicolas-davila/260010/,62
194785,FC 26,T. Flanagan,Tom Flanagan,"Tom Flanagan (Thomas Michael Flanagan, born 21 October 1991) is a Northern Irish footballer who plays as a center back for British club Colchester United. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/194/785/26_360.png,188,76,1991-10-21,CB,63,63,230000,700,Right,3,2,1,Lean (185+),No,403000,,1935,Colchester United,61,League Two,https://cdn.sofifa.net/meta/team/74/30.png,5,SUB,6,"Jul 23, 2024",2026,55,34,62,57,19,49,42,29,54,50,50,50,52,60,46,32,71,74,79,41,76,61,56,30,55,62,61,60,10,11,6,9,14,https://sofifa.com/player/194785/tom-flanagan/260010/,30
79330,FC 26,P. Beckhoff,Phil Beckhoff,"Phil Beckhoff (born 10 April 2000) is a German footballer who plays as a right winger for German club SSV Jahn Regensburg. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/079/330/26_360.png,173,69,2000-04-10,"RW, ST, CAM, RM",63,66,625000,850,Right,3,3,1,Normal (170-185),No,953000,,543,SSV Jahn Regensburg,2076,3. Liga,https://cdn.sofifa.net/meta/team/3463/30.png,5,SUB,10,"Jul 1, 2025",2027,58,65,54,60,53,62,57,50,57,62,70,74,67,54,74,64,63,62,60,60,40,32,58,53,58,26,32,30,11,11,11,15,14,https://sofifa.com/player/79330/phil-beckhoff/260010/,65
80098,FC 26,T. Perrotta,Tiziano Perrotta,"Tiziano Perrotta (born 25 November 2006) is an Argentine footballer who plays as a striker for Argentine club CA Banfield. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/080/098/26_360.png,180,71,2006-11-25,ST,63,77,1100000,2000,Left,3,2,1,Normal (170-185),No,2300000,,110404,CA Banfield,353,Liga Profesional de Fútbol,https://cdn.sofifa.net/meta/team/887/30.png,5,RES,37,"Jul 22, 2025",2027,55,63,61,61,62,62,62,59,57,62,67,66,67,62,68,67,68,60,61,60,61,31,61,57,61,39,34,25,14,12,11,6,6,https://sofifa.com/player/80098/tiziano-perrotta/260010/,61
277986,FC 26,T. Gale,Thierry Gale,"Thierry Gale (Thierry Mikael Gale, born 1 May 2002) is a Barbadian footballer who plays as a left midfield for British club Bolton Wanderers. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/277/986/26_360.png,168,58,2002-05-01,"LM, ST, LW",63,71,1100000,1000,Right,3,4,1,Normal (170-),No,2100000,,4,Bolton Wanderers,60,League One,https://cdn.sofifa.net/meta/team/16/30.png,5,SUB,11,"Jul 15, 2025",2029,57,60,43,60,54,66,56,42,48,68,78,83,74,51,84,61,45,63,33,52,35,22,53,52,54,17,30,31,9,12,11,6,7,https://sofifa.com/player/277986/thierry-gale/260010/,55
71907,FC 26,B. Sagües Barreiro,Benjamín Sagües Barreiro,"Benjamín Sagües Barreiro (Benjamín Sagüés Barreiro, born 22 January 2007) is a Brazilian footballer who plays as a striker for Argentine club Estudiantes de La Plata. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/071/907/26_360.png,181,71,2007-01-22,ST,63,75,1100000,3000,Right,2,2,1,Lean (170-185),No,1900000,,101083,Estudiantes de La Plata,353,Liga Profesional de Fútbol,https://cdn.sofifa.net/meta/team/9335/30.png,5,RES,49,"Apr 7, 2024",2026,40,63,62,58,52,61,54,30,52,63,71,78,68,60,65,63,73,61,67,54,58,10,58,58,60,19,14,11,11,6,12,14,13,https://sofifa.com/player/71907/benjamin-sagues-barreiro/260010/,62
72419,FC 26,J. Lerma,Justin Lerma,"Justin Lerma (Justin Armando Lerma Soliz, born 5 May 2008) is an Ecuadorian footballer who plays as a left midfield for Ecuadorian club Independiente del Valle. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/072/419/26_360.png,176,62,2008-05-05,"LM, CAM, CM, LW",63,84,1500000,3000,Right,3,4,1,Lean (170-185),No,4800000,,112908,Independiente del Valle,2018,Serie A,https://cdn.sofifa.net/meta/team/14635/30.png,5,RES,53,"Jan 1, 2024",2026,52,55,58,59,55,66,56,57,57,63,74,79,74,59,67,61,69,65,60,60,56,61,63,58,60,58,62,42,9,10,6,10,7,https://sofifa.com/player/72419/justin-lerma/260010/,60
80611,FC 26,Rwan Cruz,Rwan Philipe Rodrigues de Souza,"Rwan Cruz (Rwan Philipe Rodrigues de Souza Cruz, born 20 May 2001) is a Brazilian footballer who plays as a striker for American club Real Salt Lake. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/080/611/26_360.png,187,77,2001-05-20,ST,63,70,975000,2000,Right,3,2,1,Lean (185+),No,1600000,,111065,Real Salt Lake,39,Major League Soccer,https://cdn.sofifa.net/meta/team/1062/30.png,5,SUB,12,"Aug 1, 2025",2026,41,72,67,47,48,56,46,41,41,58,61,63,55,53,54,68,68,54,61,64,32,19,49,73,53,17,18,22,14,13,13,9,14,https://sofifa.com/player/80611/rwan-philipe-rodrigues-de-souza/260010/,65
232675,FC 26,M. Al Mufarrij,Muteb Al Mufarrij,"Muteb Al Mufarrij (Muteb Abdullah Al Mufarrij, born 18 August 1996) is a Saudi Arabian footballer who plays as a center back for Saudi Arabian club Al Taawoun FC. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/232/675/26_360.png,182,70,1996-08-18,"CB, LB, CDM",63,64,450000,7000,Left,3,2,1,Lean (170-185),No,799000,,112393,Al Taawoun FC,350,Pro League,https://cdn.sofifa.net/meta/team/2392/30.png,5,LB,32,"Jul 11, 2024",2026,29,25,64,61,22,45,26,24,52,56,65,60,60,55,56,34,73,42,72,18,63,60,38,32,57,63,61,61,12,8,5,14,14,https://sofifa.com/player/232675/muteb-al-mufarrij/260010/,27
72420,FC 26,B. Boakye,Benjamin Boakye,"Benjamin Boakye (Benjamin Bediako Boakye, born 7 March 2005) is a German footballer who plays as a right midfield for German club DSC Arminia Bielefeld. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/072/420/26_360.png,180,78,2005-03-07,"RM, LW, RW",63,76,1200000,4000,Right,3,3,1,Normal (170-185),No,2600000,,159,DSC Arminia Bielefeld,20,2. Bundesliga,https://cdn.sofifa.net/meta/team/2927/30.png,5,SUB,27,"Jul 1, 2025",2028,55,58,39,59,52,66,60,30,47,63,82,81,71,59,73,58,56,63,51,53,39,29,58,49,50,33,30,28,8,5,6,13,12,https://sofifa.com/player/72420/benjamin-boakye/260010/,58
233444,FC 26,M. Mehnert,Marcus Johansen Mehnert,"Marcus Johansen Mehnert (born 28 October 1997) is a Norwegian footballer who plays as a right midfield for Norwegian club Strømsgodset IF. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/233/444/26_360.png,185,77,1997-10-28,"RM, ST, RW",63,63,500000,1000,Left,4,3,1,Normal (185+),No,625000,,922,Strømsgodset IF,41,Eliteserien,https://cdn.sofifa.net/meta/team/313/30.png,5,SUB,77,"Jan 24, 2023",2026,56,62,58,58,57,63,54,49,36,64,78,77,72,59,67,62,78,73,73,61,74,34,57,59,59,30,22,24,7,13,11,15,5,https://sofifa.com/player/233444/marcus-johansen-mehnert/260010/,62
252644,FC 26,Oh Hoo Sung,Hoo Sung Oh,"Oh Hoo Sung (Hu-seong Oh, born 25 August 1999) is a Korean footballer who plays as a left midfield for Korean club Gwangju FC. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/252/644/26_360.png,173,64,1999-08-25,"LM, ST, LW",63,64,575000,1000,Right,4,4,1,Lean (170-185),No,762000,,112258,Gwangju FC,83,K League 1,https://cdn.sofifa.net/meta/team/4370/30.png,5,LS,77,"Mar 22, 2023",2029,50,66,46,58,46,62,45,42,61,59,78,79,73,58,82,61,66,76,65,56,46,29,52,45,56,42,43,45,12,7,9,6,12,https://sofifa.com/player/252644/hoo-sung-oh/260010/,64
270053,FC 26,C. Kouakou,Chris Kouakou,"Chris Kouakou (Banhourin Chris Emmanuel Kouakou, born 15 December 1999) is an Ivorian footballer who plays as a center midfield for Azerbaijani club Qarabağ FK. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/270/053/26_360.png,182,72,1999-12-15,"CM, CDM",63,68,700000,5000,Right,3,2,1,Normal (170-185),No,1600000,,113888,Qarabağ FK,313,Premyer Liqa,https://cdn.sofifa.net/meta/team/5317/30.png,5,RES,6,"Jul 11, 2025",2027,47,50,38,67,40,64,45,45,63,67,75,77,65,56,64,55,59,68,66,52,55,57,62,36,55,55,58,55,6,14,14,7,10,https://sofifa.com/player/270053/chris-kouakou/260010/,62
278758,FC 26,Jastin,Antonino Jastin García López,"Jastin (Antonino Jastin García Lopéz, born 15 January 2004) is a Portuguese footballer who plays as a left midfield for Spanish club FC Andorra, on loan from Girona FC. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/278/758/26_360.png,180,72,2004-01-15,"LM, CAM, LW",63,78,1200000,5000,Right,3,3,1,Lean (170-185),No,,,114554,FC Andorra,54,La Liga 2,https://cdn.sofifa.net/meta/team/238115/30.png,5,SUB,16,,"Jun 30, 2026",57,58,39,60,43,66,50,36,48,65,78,76,78,57,70,57,61,63,64,51,28,22,51,49,48,21,21,23,7,7,14,9,10,https://sofifa.com/player/278758/antonino-jastin-garcia-lopez/260010/,58
232166,FC 26,F. Herbers,Fabian Herbers,"Fabian Herbers (born 17 August 1993) is a German footballer who plays as a center midfield for Canadian club CF Montréal. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/232/166/26_360.png,183,75,1993-08-17,"CM, CDM, LM, CAM",63,63,400000,2000,Right,3,3,1,Normal (170-185),No,580000,,111139,CF Montréal,39,Major League Soccer,https://cdn.sofifa.net/meta/team/3736/30.png,5,LM,21,"Jan 19, 2025",2026,60,61,65,68,51,64,60,59,60,64,59,64,64,64,59,69,68,74,67,56,70,58,60,66,61,58,60,50,14,10,9,14,9,https://sofifa.com/player/232166/fabian-herbers/260010/,62
271079,FC 26,M. Ejdum,Max Ejdum,"Max Ejdum (Max Isaac Ejdum, born 15 October 2004) is a Danish footballer who plays as a center midfield for Danish club Odense Boldklub. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/271/079/26_360.png,176,70,2004-10-15,"CM, CDM",63,75,1200000,3000,Left,3,2,1,Lean (170-185),No,1700000,,272,Odense Boldklub,1,Superliga,https://cdn.sofifa.net/meta/team/1789/30.png,5,SUB,18,"Aug 1, 2022",2028,48,58,39,65,38,63,42,40,64,65,72,73,74,61,75,52,55,60,58,56,53,59,66,45,58,44,60,56,12,6,10,8,5,https://sofifa.com/player/271079/max-ejdum/260010/,63
75751,FC 26,Gonzalo Pastor,Gonzalo Pastor Sánchez,"Gonzalo Pastor (born 20 March 2006) is a Spanish footballer who plays as a right midfield for Portuguese club Famalicão. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/075/751/26_360.png,172,65,2006-03-20,"RM, CAM, CM, RW",63,77,1100000,2000,Right,3,3,1,Normal (170-185),No,3000000,,112809,Famalicão,308,Primeira Liga,https://cdn.sofifa.net/meta/team/3161/30.png,5,RES,47,"Sep 1, 2025",2029,64,57,40,62,51,64,53,60,58,63,66,69,59,59,71,59,44,54,47,60,50,42,61,59,58,40,39,38,7,7,12,15,6,https://sofifa.com/player/75751/gonzalo-pastor-sanchez/260010/,60
277991,FC 26,D. Gaye,Dadi Dodou Gaye,"Dadi Dodou Gaye (born 21 March 1995) is a Gambian footballer who plays as a right back for Norwegian club Bryne FK. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/277/991/26_360.png,185,75,1995-03-21,"RB, CB, CDM",63,63,425000,1000,Right,4,2,1,Normal (185+),No,531000,,1523,Bryne FK,41,Eliteserien,https://cdn.sofifa.net/meta/team/8775/30.png,5,SUB,16,"Jan 30, 2025",2026,60,38,54,58,35,56,50,35,56,56,78,80,68,60,60,52,71,67,68,37,56,57,50,35,54,56,57,56,7,14,10,7,9,https://sofifa.com/player/277991/dadi-dodou-gaye/260010/,50
278759,FC 26,Iker Almena,Iker Almena Horcajo,"Iker Almena (born 4 May 2004) is a Spanish footballer who plays as a right midfield for Croatian club Hajduk Split. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/278/759/26_360.png,176,67,2004-05-04,"RM, LM, RW",63,78,1200000,4000,Left,3,3,1,Lean (170-185),No,3400000,,263,Hajduk Split,317,Hrvatska nogometna liga,https://cdn.sofifa.net/meta/team/906/30.png,5,RW,30,"Aug 30, 2024",2028,58,57,35,61,36,63,47,32,52,63,75,72,75,58,75,55,47,66,47,52,31,22,60,47,50,27,23,20,15,8,11,10,7,https://sofifa.com/player/278759/iker-almena-horcajo/260010/,58
260071,FC 26,A. Tabares,Alejo Tabares,"Alejo Tabares (Alejo Germán Tabares, born 20 June 2001) is an Argentine footballer who plays as a left midfield for Argentine club Newell's Old Boys. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/260/071/26_360.png,179,71,2001-06-20,"LM, LB",63,69,750000,3000,Left,3,3,1,Normal (170-185),No,1300000,,110396,Newell's Old Boys,353,Liga Profesional de Fútbol,https://cdn.sofifa.net/meta/team/32/30.png,5,SUB,25,"Jan 31, 2022",2025,61,55,50,50,29,65,39,37,55,64,67,67,56,64,63,48,59,61,56,50,50,68,60,40,53,60,61,60,12,14,15,5,11,https://sofifa.com/player/260071/alejo-tabares/260010/,70
78312,FC 26,Rodrigo Ribeiro,Rodrigo Santos Ribeiro,"Rodrigo Ribeiro (born 26 May 2006) is a Portuguese footballer who plays as a central attacking midfielder for Portuguese club Famalicão. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/078/312/26_360.png,175,70,2006-05-26,"CAM, CM",63,79,1200000,2000,Right,3,3,1,Lean (170-185),No,3300000,,112809,Famalicão,308,Primeira Liga,https://cdn.sofifa.net/meta/team/3161/30.png,5,RES,19,"Jul 1, 2025",2028,55,62,50,64,60,60,65,51,59,67,64,65,62,64,74,62,51,52,46,55,48,38,66,59,62,46,55,48,13,12,7,8,5,https://sofifa.com/player/78312/rodrigo-santos-ribeiro/260010/,64
73961,FC 26,A. Sanyang,Alagie Sanyang,"Alagie Sanyang (born 11 September 1996) is a Gambian footballer who plays as a right midfield for Norwegian club Sarpsborg 08 FF. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/073/961/26_360.png,185,78,1996-09-11,"RM, ST, LM, RW",63,63,475000,2000,Right,3,3,1,Normal (185+),No,594000,,112199,Sarpsborg 08 FF,41,Eliteserien,https://cdn.sofifa.net/meta/team/2601/30.png,5,SUB,7,"Jul 22, 2024",2026,57,64,58,55,58,64,42,46,47,66,72,75,56,59,56,66,72,56,70,59,60,14,58,66,64,18,19,13,9,7,8,10,10,https://sofifa.com/player/73961/alagie-sanyang/260010/,61
274409,FC 26,Park Se Jin,Se Jin Park,"Park Se Jin (Se-jin Park, born 19 March 2004) is a Korean footballer who plays as a center midfield for Korean club Gimcheon Sangmu FC, on loan from Daegu FC. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/274/409/26_360.png,171,67,2004-03-19,"CM, CAM",63,71,1100000,1000,Right,3,3,1,Normal (170-185),No,,,2055,Gimcheon Sangmu FC,83,K League 1,https://cdn.sofifa.net/meta/team/3901/30.png,5,SUB,43,,"Oct 6, 2026",48,48,37,67,53,65,49,48,64,63,67,65,78,64,79,63,44,67,47,57,61,62,63,42,56,57,62,61,14,9,9,10,15,https://sofifa.com/player/274409/se-jin-park/260010/,60
233961,FC 26,S. Al Najai,Sami Al Najai,"Sami Al Najai (Sami Khalil Nasser Al Najei, born 7 February 1997) is a Saudi Arabian footballer who plays as a central attacking midfielder for Saudi Arabian club Al Nassr. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/233/961/26_360.png,176,68,1997-02-07,"CAM, RM, LM, CM",63,63,475000,9000,Right,4,3,1,Normal (170-185),No,760000,,112139,Al Nassr,350,Pro League,https://cdn.sofifa.net/meta/team/2506/30.png,5,RES,14,"Jan 1, 2016",2026,61,61,59,62,55,64,57,50,61,72,63,66,68,58,64,60,66,69,66,58,52,55,60,50,63,52,53,56,8,7,8,9,6,https://sofifa.com/player/233961/sami-al-najai/260010/,63
252137,FC 26,M. Essimi,Marco Essimi,"Marco Essimi (Marco Rachid Essimi Ateba, born 18 February 1999) is a French footballer who plays as a right midfield for French club USL Dunkerque. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/252/137/26_360.png,182,66,1999-02-18,"RM, LM, RW",63,64,575000,2000,Right,3,3,1,Lean (170-185),No,1000000,,111276,USL Dunkerque,17,Ligue 2,https://cdn.sofifa.net/meta/team/1281/30.png,5,RM,10,"Jul 1, 2024",2026,56,61,42,58,55,61,52,43,51,68,78,75,69,54,66,59,58,57,56,64,39,25,58,52,62,26,33,29,5,7,10,10,15,https://sofifa.com/player/252137/marco-essimi/260010/,63
264170,FC 26,Luis López,Luis Federico López Andúgar,"Luis López (born 8 May 2001) is a Spanish footballer who plays as a goalkeeper for Spanish club SD Eibar. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/264/170/26_360.png,197,76,2001-05-08,GK,63,69,625000,1000,Right,3,1,1,Lean (185+),Yes,1100000,,467,SD Eibar,54,La Liga 2,https://cdn.sofifa.net/meta/team/60/30.png,5,SUB,1,"Jul 1, 2025",2027,11,7,11,15,7,10,13,12,15,15,31,29,33,60,21,44,46,18,49,8,23,12,40,13,30,7,13,10,64,62,58,60,64,https://sofifa.com/player/264170/luis-federico-lopez-andugar/260010/,4
199146,FC 26,A. Halliday,Andy Halliday,"Andy Halliday (Andrew William Halliday, born 18 October 1991) is a Scottish footballer who plays as a center midfield for Scottish club Motherwell FC. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/199/146/26_360.png,173,67,1991-10-18,"CM, CDM, LB",63,63,300000,2000,Left,3,2,1,Lean (170-185),No,525000,,83,Motherwell FC,50,Premiership,https://cdn.sofifa.net/meta/team/309/30.png,5,SUB,11,"Jul 1, 2024",2026,64,61,53,67,46,60,54,59,64,64,62,60,69,60,78,60,62,78,66,64,82,59,59,63,68,62,58,60,10,10,7,12,7,https://sofifa.com/player/199146/andy-halliday/260010/,55
273898,FC 26,J. Anderson,Joe Anderson,"Joe Anderson (Joseph William Anderson, born 6 February 2001) is a British footballer who plays as a center back for British club Sunderland. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/273/898/26_360.png,185,81,2001-02-06,CB,63,70,900000,10000,Left,2,2,1,Lean (185+),No,1900000,,106,Sunderland,13,Premier League,https://cdn.sofifa.net/meta/team/3/30.png,5,RES,45,"Jan 31, 2023",2026,47,32,61,56,37,48,37,36,48,52,46,58,42,61,51,44,63,49,69,30,72,62,41,42,54,63,63,62,7,15,6,14,6,https://sofifa.com/player/273898/joe-anderson/260010/,38
190698,FC 26,J. Burić,Jasmin Burić,"Jasmin Burić (born 18 February 1987) is a Bosnia and Herzegovina footballer who plays as a goalkeeper for Polish club Zagłębie Lubin. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/190/698/26_360.png,195,88,1987-02-18,GK,63,63,50000,550,Right,2,1,1,Lean (185+),No,68000,,110749,Zagłębie Lubin,66,Ekstraklasa,https://cdn.sofifa.net/meta/team/1266/30.png,5,SUB,1,"Jan 3, 2022",2026,11,13,14,30,15,11,13,18,35,22,22,27,41,59,38,45,48,22,54,13,26,21,43,15,57,19,12,13,63,63,60,63,63,https://sofifa.com/player/190698/jasmin-buric/260010/,15
77035,FC 26,T. Johnson,Tate Johnson,"Tate Johnson (born 10 July 2005) is an American soccer player who plays as a left back for Canadian club Vancouver Whitecaps FC. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/077/035/26_360.png,170,64,2005-07-10,"LB, LM",63,73,1000000,1000,Left,3,2,1,Normal (170-),No,1700000,,101112,Vancouver Whitecaps FC,39,Major League Soccer,https://cdn.sofifa.net/meta/team/292/30.png,5,LB,28,"Feb 1, 2025",2027,56,42,48,58,24,57,52,34,49,58,76,78,73,54,86,49,65,72,63,29,58,56,46,32,44,57,62,57,14,10,13,7,6,https://sofifa.com/player/77035/tate-johnson/260010/,56
73452,FC 26,Diego Murillo,Diego Murillo Dominguez,"Diego Murillo (born 14 March 2001) is a Spanish footballer who plays as a right back for Spanish club Málaga CF. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/073/452/26_360.png,182,78,2001-03-14,"RB, CB, LB, CDM",63,70,925000,2000,Right,3,2,1,Normal (170-185),No,1600000,,573,Málaga CF,54,La Liga 2,https://cdn.sofifa.net/meta/team/126/30.png,5,SUB,16,"Jul 1, 2023",2027,47,26,60,54,28,49,37,31,52,55,60,60,48,61,60,46,67,66,65,34,62,64,44,50,49,65,66,64,12,7,11,14,14,https://sofifa.com/player/73452/diego-murillo-dominguez/260010/,38
74476,FC 26,S. Džodić,Stefan Džodić,"Stefan Džodić (born 15 March 2005) is a Serbian footballer who plays as a central defensive midfielder for Spanish club UD Almería. In the game FC 26, his overall rating is 63.",https://cdn.sofifa.net/players/074/476/26_360.png,190,80,2005-03-15,"CDM, CB, CM",63,77,1100000,2000,Right,2,2,1,Normal (185+),No,2400000,,1861,UD Almería,54,La Liga 2,https://cdn.sofifa.net/meta/team/618/30.png,5,SUB,29,"Jul 16, 2025",2030,42,33,64,62,27,54,38,35,57,58,63,67,52,60,51,47,78,70,83,31,62,60,43,41,54,63,68,65,12,9,12,7,13,https://sofifa.com/player/74476/stefan-dzodic/260010/,37
